"samplename"	"platform"	"label"	"obervations"	"batch"	"bigfamily"	"family"	"celltype"	"coarsegrain"	"finegrain"	"treatment"
"SRR11007188"	"SRR11007188"	"Illumina NovaSeq 6000"	"Monocytes"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR11007189"	"SRR11007189"	"Illumina NovaSeq 6000"	"Monocytes"	"treatment1"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR11007192"	"SRR11007192"	"Illumina HiSeq 4000"	"Monocytes"	"treatment2"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7647801"	"SRR7647801"	"Illumina HiSeq 4000"	"Monocytes"	"treatment2"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR7647819"	"SRR7647819"	"Illumina HiSeq 4000"	"Monocytes"	"treatment2"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR11007090"	"SRR11007090"	"Illumina NovaSeq 6000"	"Mature_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007091"	"SRR11007091"	"Illumina NovaSeq 6000"	"Mature_NK"	"treatment1"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007121"	"SRR11007121"	"Illumina NovaSeq 6000"	"Mature_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007122"	"SRR11007122"	"Illumina NovaSeq 6000"	"Mature_NK"	"treatment1"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007123"	"SRR11007123"	"Illumina NovaSeq 6000"	"Memory_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007156"	"SRR11007156"	"Illumina NovaSeq 6000"	"Mature_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007157"	"SRR11007157"	"Illumina NovaSeq 6000"	"Mature_NK"	"treatment1"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007186"	"SRR11007186"	"Illumina NovaSeq 6000"	"Mature_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007187"	"SRR11007187"	"Illumina NovaSeq 6000"	"Mature_NK"	"treatment1"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007191"	"SRR11007191"	"Illumina HiSeq 4000"	"Mature_NK"	"treatment2"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007193"	"SRR11007193"	"Illumina HiSeq 4000"	"Immature_NK"	"no_treament"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"no"
"SRR11007194"	"SRR11007194"	"Illumina HiSeq 4000"	"Mature_NK"	"treatment2"	"SRP156452"	"Immune"	"NK"	"NK.cells"	"NK.cells"	"NK.cells"	"yes"
"SRR11007069"	"SRR11007069"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"no_treament"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR11007070"	"SRR11007070"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"treatment1"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"yes"
"SRR11007095"	"SRR11007095"	"Illumina NovaSeq 6000"	"pDCs"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"plasmacytoid.DC"	"other"	"other"	"no"
"SRR11007104"	"SRR11007104"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"no_treament"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR11007136"	"SRR11007136"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"treatment1"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"yes"
"SRR11007168"	"SRR11007168"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"no_treament"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"no"
"SRR11007169"	"SRR11007169"	"Illumina NovaSeq 6000"	"Gamma_delta_T"	"treatment1"	"SRP156452"	"Immune"	"GD"	"gdTCR"	"other"	"other"	"yes"
"SRR8088187"	"SRR8088187"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088188"	"SRR8088188"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088189"	"SRR8088189"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088190"	"SRR8088190"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088191"	"SRR8088191"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088192"	"SRR8088192"	"Illumina HiSeq 2500"	"human vulval carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088193"	"SRR8088193"	"Illumina HiSeq 2500"	"human oral carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088194"	"SRR8088194"	"Illumina HiSeq 2500"	"human oral carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088195"	"SRR8088195"	"Illumina HiSeq 2500"	"human oral carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088196"	"SRR8088196"	"Illumina HiSeq 2500"	"human cervical carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088197"	"SRR8088197"	"Illumina HiSeq 2500"	"human cervical carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088198"	"SRR8088198"	"Illumina HiSeq 2500"	"human cervical carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088199"	"SRR8088199"	"Illumina HiSeq 2500"	"human metastatic melanoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088200"	"SRR8088200"	"Illumina HiSeq 2500"	"human metastatic melanoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088201"	"SRR8088201"	"Illumina HiSeq 2500"	"human breast carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8088202"	"SRR8088202"	"Illumina HiSeq 2500"	"human breast carcinoma fibroblast"	"no_treament"	"SRP166344"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR8404142"	"SRR8404142"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404143"	"SRR8404143"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404144"	"SRR8404144"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404145"	"SRR8404145"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404146"	"SRR8404146"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404147"	"SRR8404147"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404148"	"SRR8404148"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404149"	"SRR8404149"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404150"	"SRR8404150"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404151"	"SRR8404151"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404152"	"SRR8404152"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR8404153"	"SRR8404153"	"Illumina HiSeq 4000"	"J7 differetiated macrophages"	"no_treament"	"SRP176434"	"Immune"	"MYELOID"	"macrophages"	"monocytic.lineage"	"macrophages"	"no"
"SRR10983473"	"SRR10983473"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cDC1"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983474"	"SRR10983474"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cDC1"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983475"	"SRR10983475"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cDC2"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983476"	"SRR10983476"	"Illumina HiSeq 2500"	"CD1c+ cDC2"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983477"	"SRR10983477"	"Illumina HiSeq 2500"	"CD1c+ cDC2"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983478"	"SRR10983478"	"Illumina HiSeq 2500"	"CD1c+ cDC2"	"no_treament"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR10983479"	"SRR10983479"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983480"	"SRR10983480"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983481"	"SRR10983481"	"Illumina HiSeq 2500"	"Clec9A+CD141+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983482"	"SRR10983482"	"Illumina HiSeq 2500"	"CD1c+ CD206- cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983483"	"SRR10983483"	"Illumina HiSeq 2500"	"CD1c+ CD206- cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983484"	"SRR10983484"	"Illumina HiSeq 2500"	"CD1c+ CD206- cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983485"	"SRR10983485"	"Illumina HiSeq 2500"	"CD1c+ CD206+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983486"	"SRR10983486"	"Illumina HiSeq 2500"	"CD1c+ CD206+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR10983487"	"SRR10983487"	"Illumina HiSeq 2500"	"CD1c+ CD206+ cells"	"Co-cultured with MS5_FS12"	"SRP245802"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164692"	"SRR11164692"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164693"	"SRR11164693"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164694"	"SRR11164694"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164695"	"SRR11164695"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6-Axl- cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164696"	"SRR11164696"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6-Axl- cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164697"	"SRR11164697"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6-Axl- cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164698"	"SRR11164698"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6+Axl+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164699"	"SRR11164699"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6+Axl+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164700"	"SRR11164700"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6+Axl+ cells"	"Co-cultured with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164701"	"SRR11164701"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164702"	"SRR11164702"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164703"	"SRR11164703"	"Illumina HiSeq 2500"	"CD1c+ cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164704"	"SRR11164704"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6-Axl- cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164705"	"SRR11164705"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6-Axl- cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164706"	"SRR11164706"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6+Axl+ cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR11164707"	"SRR11164707"	"Illumina HiSeq 2500"	"CD45RA+CD123+Siglec6+Axl+ cells"	"Co-cultured in matrigel with MS5_FS12"	"SRP250478"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514132"	"SRR1514132"	"Illumina Genome Analyzer II"	"Mo-DC nascent RNA rep 1.1"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514133"	"SRR1514133"	"Illumina Genome Analyzer II"	"Mo-DC nascent RNA rep 1.2"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514134"	"SRR1514134"	"Illumina Genome Analyzer II"	"Mo-DC 1h LPS nascent RNA rep 1.1"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514135"	"SRR1514135"	"Illumina Genome Analyzer II"	"Mo-DC 1h LPS nascent RNA rep 1.2"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514136"	"SRR1514136"	"Illumina Genome Analyzer II"	"Mo-DC nascent RNA rep 2"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514137"	"SRR1514137"	"Illumina Genome Analyzer II"	"Mo-DC 1h LPS nascent RNA rep 2"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514138"	"SRR1514138"	"Illumina HiSeq 2000"	"Mo-DC nascent RNA rep 3"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514139"	"SRR1514139"	"Illumina HiSeq 2000"	"Mo-DC 1h LPS nascent RNA rep 3"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514140"	"SRR1514140"	"Illumina Genome Analyzer II"	"Mo-DC mRNA rep 1"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514141"	"SRR1514141"	"Illumina Genome Analyzer II"	"Mo-DC 1h LPS mRNA rep 1"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514142"	"SRR1514142"	"Illumina HiSeq 2000"	"Mo-DC mRNA rep 2"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514143"	"SRR1514143"	"Illumina HiSeq 2000"	"Mo-DC 1h LPS mRNA rep 2"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
"SRR1514144"	"SRR1514144"	"Illumina HiSeq 2000"	"Mo-DC mRNA rep 3"	"no_treament"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR1514145"	"SRR1514145"	"Illumina HiSeq 2000"	"Mo-DC 1h LPS mRNA rep 3"	"treated"	"SRP044286"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"yes"
